mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/2	1	1	d.v{	d	i		v	v						{	m	1	1	1, -2, 2		1	1
1	1	2	2	0.002083333333333215	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
1	1	961/480	961/480	5.997916666666667	961/1920	961/1920	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	8	8	2.0	0	0	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
2	2	10	10	2.0	1/2	1/2	4/2	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
2	2	12	12	2.0	1	1	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	14	14	2.0	3/2	3/2	4/2	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
3	3	16	16	4.0	0	0	4/2	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
3	3	20	20	2.0	1	1	4/2	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	22	22	2.0	3/2	3/2	4/2	1	1	IV/III	d	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
4	4	24	24	2.0	0	0	4/2	1	1	viio6(2)/III	d	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
4	4	26	26	2.0	1/2	1/2	4/2	1	1	viio6/III	d	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
4	4	28	28	2.0	1	1	4/2	1	1	III}{	d	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
4	4	30	30	5.0	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
5	5	35	35	1.0	3/4	3/4	4/2	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
5	5	36	36	4.0	1	1	4/2	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	40	40	2.0	0	0	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
6	6	42	42	2.0	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	44	44	2.0	1	1	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
