mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	102	2.0	3/2	3/2	4/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
14	14	104	2.0	0	0	4/2	1	1	V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
14	14	106	2.0	1/2	1/2	4/2	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
14	14	108	1.0	1	1	4/2	1	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
14	14	109	3.0	5/4	5/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	112	2.0	0	0	4/2	1	1	iio6(2)/ii	d	i		iio6(2)/ii	ii	o	6	2	ii			o	1	1	1, -2, -1		4	1
15	15	114	2.0	1/2	1/2	4/2	1	1	iio6/ii	d	i		iio6/ii	ii	o	6		ii			o	1	1	1, -2, 4		4	1
15	15	116	2.0	1	1	4/2	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
15	15	118	2.0	3/2	3/2	4/2	1	1	ii64	d	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
16	16	120	2.0	0	0	4/2	1	1	IVM65/VII	d	i		IVM65/VII	IV	M	65		VII			MM7	1	1	1, -2, 2, -3		-3	1
16	16	122	2.0	1/2	1/2	4/2	1	1	viio/VII	d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
16	16	124	4.0	1	1	4/2	1	1	VII}{	d	i		VII	VII						}{	M	1	1	-2, 2, -1		-2	-2
17	17	128	1.0	0	0	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
17	17	129	3.0	1/4	1/4	4/2	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
17	17	132	4.0	1	1	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
18	18	136	4.0	0	0	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
18	18	140	1.0	1	1	4/2	1	1	v(4)	d	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
18	18	141	5.0	5/4	5/4	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
19	19	146	2.0	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
19	19	148	1.0	1	1	4/2	1	1	V6(4)	d	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
19	19	149	3.0	5/4	5/4	4/2	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
20	20	152	8.0	0	0	4/2	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
