mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
62	62	488	4.0	1	1	4/2	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
63	63	492	4.0	0	0	4/2	1	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
63	63	496	4.0	1	1	4/2	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
64	64	500	4.0	0	0	4/2	1	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
64	64	504	1.0	1	1	4/2	1	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
64	64	505	3.0	5/4	5/4	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
65	65	508	4.0	0	0	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
65	65	512	4.0	1	1	4/2	1	1	I6		d	i		I6	I		6					M	1	1	4, 1, 0		0	4
66	66	516	4.0	0	0	4/2	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
66	66	520	2.0	1	1	4/2	1	1	V64		d	i		V64	V		64					M	1	1	2, 1, 5		1	2
66	66	522	2.0	3/2	3/2	4/2	1	1	#vii6		d	i		#vii6	#vii		6					m	1	1	2, 6, 5		5	2
67	67	524	4.0	0	0	4/2	1	1	I}{		d	i		I	I						}{	M	1	1	0, 4, 1		0	0
67	67	528	2.0	1	1	4/2	1	1	VI6		d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
67	67	530	2.0	3/2	3/2	4/2	1	1	#vio6		d	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
68	68	532	2.0	0	0	4/2	1	1	I		d	i		I	I							M	1	1	0, 4, 1		0	0
68	68	534	8.0	1/2	1/2	4/2	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
69	69	542	2.0	1/2	1/2	4/2	1	1	I(b64)		d	i		I(b64)	I			b64				M	1	1	0, -1, -11		0	0
69	69	544	2.0	1	1	4/2	1	1	I(4)		d	i		I(4)	I			4				M	1	1	0, -1, 1		0	0
69	69	546	10.0	3/2	3/2	4/2	1	1	I}		d	i		I	I						}	M	1	1	0, 4, 1		0	0
