mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	g.i{	g	i		i	i						{	m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	1.0	0.0
1	1	1	1	4/2	1	1	VI	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	1.0	0.0
2	2	0	0	4/2	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/2	1	1	I6	g	i		I6	I		6					M	1	1	5, 2, 1		1	5	0	1	0.0	0.0	0.5	0.0
2	2	1	1	4/2	1	1	ii6	g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.5	0.0
2	2	3/2	3/2	4/2	1	1	V6/V	g	i		V6/V	V		6		V			M	1	1	7, 4, 3		3	7	0	1	0.0	0.0	0.5	0.0
3	3	0	0	4/2	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
3	3	1/2	1/2	4/2	1	1	i	g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.25	0.0
3	3	1	1	4/2	1	1	VI	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.875	0.125
3	3	3/2	3/2	4/2	1	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.75	0.0
4	4	0	0	4/2	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	1.75	0.0
4	4	1/2	1/2	4/2	1	1	I6	g	i		I6	I		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	1	1	4/2	1	1	ii6	g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	2	3	0.4	0.25	1.75	0.125
4	4	3/2	3/2	4/2	1	1	V6/v	g	i		V6/v	V		6		v			M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	1.0	0.0
5	5	0	0	4/2	1	1	v	g	i		v	v							m	1	1	2, -1, 3		2	2	1	6	0.14285714285714285	0.25	4.25	0.05555555555555555
5	5	1	1	4/2	1	1	i6	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.25	1.75	0.125
6	6	0	0	4/2	1	1	iv6	g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	1.75	0.0
6	6	1/2	1/2	4/2	1	1	IV6	g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.25	0.75	0.25
6	6	1	1	4/2	1	1	v6	g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	2	3	0.4	0.25	1.75	0.125
6	6	3/2	3/2	4/2	1	1	V6	g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.0	0.0
7	7	0	0	4/2	1	1	i}{	g	i		i	i						}{	m	1	1	1, -2, 2		1	1	2	8	0.2	0.5	5.0	0.09090909090909091
8	8	0	0	4/2	1	1	iv	g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	3	0.25	0.25	1.0	0.2
8	8	1/2	1/2	4/2	1	1	ii	g	i		ii	ii							m	1	1	3, 0, 4		3	3	1	3	0.25	0.25	1.25	0.16666666666666666
8	8	1	1	4/2	1	1	v	g	i		v	v							m	1	1	2, -1, 3		2	2	2	3	0.4	0.25	1.5	0.14285714285714285
8	8	3/2	3/2	4/2	1	1	V	g	i		V	V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.25	1.0	0.2
9	9	0	0	4/2	1	1	I6	g	i		I6	I		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	3.0	0.0
9	9	1/2	1/2	4/2	1	1	iv	g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	1.5	0.0
9	9	1	1	4/2	1	1	i6(4)	g	i		i6(4)	i		6	4				m	1	1	0, 2, 1		1	0	0	1	0.0	0.0	0.5	0.0
